nombre_propietario,cedula,telefono,correo,direccion,placa,id,codigo_interno,fecha_registro,año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
Darío Acosta,972566707,3014000825,darío.acosta327@gmail.com,"Circular 98 #26-52, Manizales",MTU-781,2698,CDA-30402,2020-06-05,1999.0,378.958 km,1600cc,Dodge,Gasolina,tiptronic,4x4,escolar,URBANO,,no,,si,false,1,no,1
Mónica Aguirre,539726432,3019447206,mónica-aguirre438@hotmail.com,"Avenida 108 #2-69, Medellín",QYI075,2285,CDA-97367,2019-06-05,2001.0,494.890,1100,Nissan,Diesel,CVT,rwd,taxi,Mixto,1,,false,,no,false,,1
Catalina Ortiz,539613115,3178646401,catalina.ortiz30@yahoo.com,"Avenida 120 #41-63, Ibagué",MSD181,1455,CDA-80147,18/05/2018,2000.0,701.791,1100,Hyundai,Gasolina,Tiptronic,FWD,Escolar,RURAL,1,true,true,si,no,true,false,1
Gloria Mendoza,953630908,3046227878,gloriamendoza914@gmail.com,"Transversal 49 #16-14, Bucaramanga",AFJ-063,443,CDA-54786,2021/01/09,2003.0,199377,1600,Ford,diesel,automatica,4X2,Taxi,RURAL,yes,false,1,1,si,0,false,1
Patricia Díaz,74834075,3008677980,patricia_díaz975@live.com,"Circular 60 #81-36, Medellín",OKP 158,316,CDA-71898,2019-06-27,2022.0,50315,1300 cc,Dodge,DIESEL,Tiptronic,AWD,Escolar,Suburbano,0,no,no,0,0,no,no,0
Patricia Díaz,484047563,3162890611,,"Carrera 19 #63-45, Armenia",EWW 706,1743,CDA-19086,15-07-2021,2011.0,331.830,1800,Honda,Gas,Mecanica,RWD,taxi,Suburbano,false,false,false,0,1,,false,0
Viviana Suárez,259883707,3043590304,viviana.suárez278@live.com,"Transversal 43 #60-67, Montería",KLV610,1668,CDA-67121,08/09/2023,2001.0,487.926,2500,Mitsubishi,,automatica,FWD,público,suburbano,0,0,si,no,si,,,1
Esperanza Vega,510641816,3233077839,esperanza-vega501@yahoo.com,"Diagonal 7 #2-33, Cartagena",FHI-135,2668,CDA-11723,2022-09-16,2010.0,220585,1800,Toyota,hibrido,MANUAL,RWD,Taxi,Mixto,no,no,,yes,no,no,no,1
Esperanza Vega,1019629803,3179487298,esperanza-vega776@outlook.com,"Circular 21 #65-45, Bogotá",UIW222,1927,CDA-72169,18/12/2019,2012.0,72274 km,1200,Honda,DIESEL,autom,4X2,carga,Mixto,false,no,no,false,false,0,no,1
Roberto Nieto,839141191,3123662318,robertonieto776@yahoo.com,"Diagonal 17 #60-57, Cartagena",OSK373,804,CDA-93678,2021-03-19,2000.0,516790,2500 cc,Peugeot,diesel,semiautomatica,AWD,PUBLICO,RURAL,0,true,si,no,false,no,no,1
María López,803954893,3192117296,maría-lópez932@live.com,"Circular 54 #87-38, Manizales",USH 181,2309,CDA-54043,08/01/2021,2011.0,377114,1300,Fiat,,AUTOMATICA,4x2,taxi,suburbano,no,no,0,yes,no,,0,1
Andrés Torres,875830455,,andrés_torres349@yahoo.com,"Circular 62 #69-35, Cúcuta",PLL758,2263,CDA-77297,01-01-2019,1995.0,596k,1800,Honda,gasolina,CVT,FWD,PARTICULAR,RURAL,yes,0,no,no,1,yes,si,1
Patricia Mejía,717850277,3115523048,patricia_mejía96@live.com,"Diagonal 54 #11-64, Cartagena",NAA311,1917,CDA-87800,2023/09/18,2002.0,420015,1600,Hyundai,Gas,manual,,taxi,Suburbano,1,yes,false,1,no,no,no,1
Claudia Vargas,743185373,3122582691,claudia.vargas476@correo.com,"Carrera 58 #14-40, Armenia",VYH463,1792,CDA-82183,14-07-2021,2018.0,93105,2400 cc,Suzuki,Diesel,automatica,4X2,Particular,Mixto,0,0,no,1,no,no,no,0
Sebastián Cruz,1059285174,3188884865,sebastián.cruz218@hotmail.com,"Circular 68 #39-72, Medellín",WAC367,1245,CDA-98704,07/12/2018,2024.0,0,4000,Hyundai,gasolina,autom,FWD,TAXI,URBANO,1,0,0,no,false,no,false,1
María López,501882766,3125269510,maría-lópez806@correo.com,"Circular 88 #62-19, Pasto",RSH-771,2477,CDA-72007,2022/06/19,2020.0,93074,3000,Toyota,Diesel,semiautomatica,4X4,público,suburbano,0,true,no,,no,no,,1
Esperanza Vega,565229327,3016124793,esperanza-vega451@outlook.com,"Circular 39 #50-4, Medellín",IAM-762,297,CDA-29516,2021/12/03,2000.0,761927,1150,Suzuki,Híbrido,Mecanica,4x2,Publico,Urbano,,si,si,no,,true,0,1
Claudia Vargas,1090866874,3215594782,claudia-vargas714@gmail.com,"Diagonal 10 #20-51, Barranquilla",ARR-251,568,CDA-71585,10/10/2020,2008.0,224658,4000 cc,Hyundai,Gasolina,manul,AWD,público,rural,true,yes,yes,no,false,false,true,1
Sandra Castro,14279742,3148522052,sandra_castro468@correo.com,"Transversal 21 #75-30, Armenia",UYQ-341,839,CDA-15318,06/06/2024,2017.0,226676,1300 cc,Mazda,eléctrico,Tiptronic,FWD,Publico,Suburbano,false,si,,0,yes,0,no,1
Sebastián Cruz,1000488992,3025576947,,"Calle 93 #43-70, Bogotá",YQF420,1011,CDA-82076,25-03-2023,2024.0,0 km,2400 cc,Volkswagen,nafta,cvt,rwd,carga,Suburbano,no,0,0,no,no,no,false,0
Gustavo Barrera,575095651,3124951959,gustavobarrera83@outlook.com,"Transversal 56 #97-19, Cúcuta",AIV100,2535,CDA-58692,2023/04/04,2003.0,459.264,1800 cc,Suzuki,gasolina,Mecanica,fwd,Publico,Urbano,false,0,0,true,true,false,,0
Carlos Martínez,275037912,3117677265,carlos.martínez507@hotmail.com,"Carrera 16 #26-49, Ibagué",SNK906,267,CDA-73522,09/11/2021,2003.0,469k,4050,Renault,gasolina,tiptronic,fwd,Particular,Urbano,yes,0,0,,no,si,no,1
María López,567584723,3043599689,maría.lópez828@outlook.com,"Carrera 29 #32-73, Cartagena",ZAS-354,1463,CDA-64856,22/09/2021,2008.0,374.917,1500,Volkswagen,GSL,manul,AWD,Publico,Urbano,true,false,true,false,no,no,si,1
Gloria Mendoza,327000255,3173633660,gloria_mendoza111@yahoo.com,"Carrera 91 #78-59, Bucaramanga",DYD853,197,CDA-82106,14-11-2022,2015.0,99k,1000 cc,Mazda,eléctrico,manual,4x4,Particular,RURAL,false,no,0,si,no,0,false,1
Diana Herrera,350271622,3162337621,diana-herrera710@gmail.com,"Circular 74 #61-94, Cartagena",YLU482,403,CDA-92531,2021/05/31,2015.0,225k,1600,Suzuki,GNV,Automatio,rwd,carga,Rural,0,false,0,yes,0,no,false,0
Yolanda Cárdenas,786550495,3058175488,yolanda-cárdenas604@live.com,"Circular 90 #81-53, Medellín",CFJ 223,1227,CDA-62704,27-01-2020,2024.0,286145,1000cc,Fiat,GASOLINA,semiautomatica,rwd,publico,Mixto,no,no,0,no,0,no,0,1
Guillermo Ávila,157813851,3104957356,guillermo.ávila780@hotmail.com,"Circular 100 #17-83, Pasto",CLG-701,1314,CDA-43361,2021-04-21,2007.0,275125,3500,Suzuki,Electrico,CVT,RWD,particular,Mixto,1,no,0,0,no,si,0,1
Mauricio Ruiz,156828467,3126490027,mauricio-ruiz409@yahoo.com,"Transversal 98 #80-5, Neiva",SKI963,2048,CDA-69881,2022-02-16,2007.0,423814,4000cc,Kia,gasolina,manul,RWD,publico,suburbano,yes,no,true,si,yes,no,no,1
Ricardo Peña,175243093,3132879460,ricardopeña155@hotmail.com,"Circular 3 #38-54, Villavicencio",DJL 620,89,CDA-78107,14-08-2022,2002.0,462.589,2400 cc,Kia,Gasolina,mecánica,AWD,taxi,urbano,no,false,yes,true,0,false,0,1
Ingrid Bermúdez,475914099,3045721184,ingrid.bermúdez93@outlook.com,"Diagonal 20 #98-53, Ibagué",ZHR016,279,CDA-17472,2022/11/05,2015.0,229711,2500,TOYOTA,DIESEL,Automática,4X4,taxi,,no,no,0,no,si,no,0,1
Esperanza Vega,281593096,3025837984,esperanza_vega950@correo.com,,RTO-318,2865,CDA-68059,2023/03/15,2015.0,236k,2500 cc,Dodge,eléctrico,semiautomatica,rwd,taxi,Mixto,no,true,false,0,1,false,,1
Ingrid Bermúdez,864348319,3058445948,ingrid-bermúdez346@yahoo.com,"Calle 37 #60-13, Cali",KCX-227,508,CDA-44898,28/07/2018,2006.0,200016 km,1100,Hyundai,GSL,manual,RWD,Particular,suburbano,no,,si,0,si,si,yes,1
Luis Rodríguez,98682873,3503876305,luis-rodríguez893@live.com,"Circular 63 #75-88, Bucaramanga",ZAA949,1056,CDA-88273,06-11-2022,2008.0,319.4k km,1250,Ford,DIESEL,Tiptronic,rwd,TAXI,RURAL,0,false,0,si,0,no,no,0
Gloria Mendoza,153394308,3024064821,gloria-mendoza831@live.com,"Circular 64 #36-55, Pasto",PDM338,1583,CDA-34748,18-03-2022,2015.0,,1300 cc,Chevrolet,Diesel,mecánica,RWD,PARTICULAR,Rural,1,false,no,yes,1,0,,1
Luis Rodríguez,816225146,3016531133,luis-rodríguez479@gmail.com,"Transversal 82 #31-49, Barranquilla",TNU430,1048,CDA-38384,27/10/2022,1997.0,1.883,1500,Mitsubishi,gasolina,Mecanica,4X2,particular,Suburbano,false,false,0,true,yes,1,false,1
María López,119939278,3182196690,maría.lópez396@correo.com,"Diagonal 7 #20-19, Pasto",AEE-025,860,CDA-85851,2020-07-16,2023.0,29.746,4000,Dodge,GASOLINA,MANUAL,rwd,escolar,RURAL,false,0,no,no,no,0,0,0
Iván Salcedo,722417928,3246171633,ivánsalcedo143@yahoo.com,"Calle 19 #93-14, Armenia",PQA 165,2600,CDA-54948,2022-08-25,2018.0,127864,1600,Nissan,DIESEL,CVT,AWD,taxi,suburbano,true,0,no,no,0,false,false,1
Mauricio Ruiz,231960613,3135960115,mauricio.ruiz895@hotmail.com,"Transversal 105 #59-41, Armenia",LXC104,1074,CDA-33892,11/01/2019,2004.0,307551,2200,Nissan,gas,MANUAL,,Escolar,Mixto,0,yes,no,no,si,,no,1
María López,12887598,,maría-lópez688@live.com,,NIT 565,3071,CDA-60062,01-07-2022,2020.0,61.920,3000,Peugeot,Gas Natural,manul,rwd,Carga,mixto,0,no,no,no,no,no,no,0
,447446940,3142475474,andrés-torres206@yahoo.com,"Avenida 46 #81-57, Pereira",XTS728,1603,CDA-76813,2021/01/01,9999.0,217.676 km,1800,Dodge,gasolina,autom,RWD,PARTICULAR,mixto,0,0,,false,1,false,no,1
Felipe Ramos,829243342,3016893182,feliperamos81@outlook.com,"Calle 30 #77-69, Montería",UFI471,248,CDA-58809,2022/04/02,,381k,1400cc,Fiat,gnv,manual,FWD,TAXI,URBANO,no,no,false,false,true,1,no,1
Esperanza Vega,79519234,3216806613,esperanza-vega246@outlook.com,"Diagonal 102 #31-3, Villavicencio",JRM514,409,CDA-98250,28/02/2019,1997.0,699k,3500,Dodge,GSL,Automatio,4x2,público,Mixto,yes,true,0,1,false,true,0,1
Roberto Nieto,206393533,3141924238,robertonieto748@live.com,"Avenida 116 #46-95, Barranquilla",BNM-971,2564,CDA-27264,2024/01/28,1998.0,,1800,Ford,Gas,Automática,rwd,TAXI,urbano,no,,true,yes,,true,false,1
Catalina Ortiz,697808457,3182456153,catalina.ortiz393@live.com,"Diagonal 3 #6-45, Bucaramanga",KJM058,1030,CDA-44804,03/11/2018,2020.0,69316,1200,Dodge,GSL,CVT,FWD,TAXI,suburbano,0,,,0,false,no,yes,1
Alejandro Zapata,375289125,3217706944,alejandrozapata49@hotmail.com,"Calle 35 #2-78, Montería",FKR-620,369,CDA-65569,2019-01-30,2019.0,77k,1200,Renault,DIESEL,automatica,FWD,Particular,RURAL,true,0,false,si,,no,0,0
Camilo Rojas,811437321,3157133857,camilo-rojas617@live.com,"Calle 6 #5-18, Pasto",MLP536,26,CDA-49221,2023/09/09,2014.0,258319,1500,Nissan,Gas,Manual,AWD,carga,mixto,true,false,,,false,,false,0
Andrés Torres,1084767470,3003200705,andrés_torres82@correo.com,"Circular 81 #6-63, Cali",CBP310,2976,CDA-41512,2024/09/04,2013.0,170.234 km,,Kia,diesel,manual,AWD,particular,RURAL,no,0,no,no,no,no,,0
Héctor Montoya,878202828,3151696737,héctor_montoya335@gmail.com,"Circular 97 #69-3, Armenia",ARJ403,1107,CDA-17955,2023-03-06,1997.0,799.086 km,2200,Toyota,Híbrido,MANUAL,4X4,TAXI,mixto,si,si,yes,1,false,0,1,1
Mónica Aguirre,151450035,3187328114,mónica-aguirre682@outlook.com,"Calle 53 #21-10, Villavicencio",VEJ703,2087,CDA-30138,04/12/2023,2016.0,169511,2400,Hyundai,eléctrico,mecánica,awd,público,mixto,no,no,no,no,no,no,no,0
Ingrid Bermúdez,304065257,3506372490,ingrid.bermúdez70@outlook.com,"Transversal 98 #97-82, Ibagué",KCQ-408,2354,CDA-55304,2024/05/26,2006.0,265595,1000,Toyota,GNV,semiautomatica,4x4,Publico,Urbano,0,1,,1,yes,si,no,1
Patricia Mejía,320843164,3133502745,patriciamejía196@correo.com,"Diagonal 31 #60-10, Bucaramanga",FBV156,411,CDA-86960,2020-12-15,2015.0,163820,1000,Fiat,DIESEL,MANUAL,fwd,PARTICULAR,Suburbano,,1,no,false,no,false,false,0
Ana Gómez,,3242702335,ana_gómez481@hotmail.com,"Circular 71 #23-78, Manizales",JAK-407,2489,CDA-32294,2018/10/15,2018.0,90k,2400,Chevrolet,DIESEL,Automática,RWD,PARTICULAR,mixto,0,0,false,no,false,no,,0
Yolanda Cárdenas,932051953,3132282993,yolanda_cárdenas156@live.com,"Transversal 101 #71-5, Manizales",TRU 375,1425,CDA-60236,07-09-2024,2023.0,17163,3400,Peugeot,GAS,automatica,AWD,carga,Suburbano,no,0,no,,0,0,,0
Adriana Parra,362985782,3102102058,adrianaparra320@live.com,"Diagonal 19 #67-82, Ibagué",JDQ151,2105,CDA-54074,2023-01-15,2004.0,321k,1300,Ford,hibrido,manual,awd,PUBLICO,mixto,false,0,no,1,no,no,yes,1
Roberto Nieto,,3177998971,roberto-nieto453@live.com,"Carrera 91 #8-70, Medellín",RYJ-494,1423,CDA-16343,05-10-2023,2010.0,311679,1800,Mazda,Electrico,manual,RWD,Escolar,Mixto,no,1,true,0,1,no,1,1
Luis Rodríguez,537533660,3166305073,luis-rodríguez288@correo.com,"Circular 86 #63-44, Pasto",TXI305,2370,CDA-76741,08/11/2022,2014.0,342685 km,4000,Hyundai,nafta,manul,rwd,Carga,rural,,false,1,si,yes,no,no,1
José Hernández,533790193,3022357591,josé_hernández446@outlook.com,"Diagonal 51 #73-66, Cali",DBI 861,1625,CDA-14633,13/07/2021,2022.0,78099,,Ford,Gas Natural,AUTOMATICA,4x4,escolar,urbano,0,1,no,false,false,,false,1
Jhon Morales,1045368290,3114468155,jhon_morales21@correo.com,"Circular 98 #38-5, Ibagué",RXD128,2639,CDA-19519,24-09-2018,2024.0,0.0k km,1200,Honda,GASOLINA,automatica,fwd,carga,rural,1,si,no,no,no,false,false,1
Andrés Torres,575767018,3207100377,andrés.torres510@yahoo.com,"Diagonal 28 #46-77, Armenia",YLK520,2592,CDA-33960,28/12/2020,2009.0,194132,3000,Toyota,Electrico,CVT,FWD,PARTICULAR,rural,no,yes,no,1,yes,false,0,1
Mónica Aguirre,488707343,3244728015,mónica_aguirre599@hotmail.com,"Circular 67 #83-20, Montería",JPK278,1054,CDA-31800,2022-12-27,1998.0,700k,1100,Renault,gasolina,tiptronic,4X4,,Suburbano,1,false,true,yes,0,false,false,1
Mauricio Ruiz,404068966,3198536680,mauricio_ruiz585@gmail.com,"Carrera 71 #19-70, Cúcuta",RED 947,1831,CDA-65033,2019-12-02,2013.0,333427,4000,Dodge,Híbrido,Automatio,4X2,TAXI,Suburbano,yes,no,0,0,false,false,no,1
Camilo Rojas,720960158,3121383224,camilo-rojas987@outlook.com,"Carrera 65 #69-69, Pereira",OSL 881,2470,CDA-59806,11-09-2022,1998.0,609183,4000,Mitsubishi,nafta,Automatio,fwd,PUBLICO,Suburbano,si,no,0,1,no,si,false,1
Andrés Torres,595314863,3016698338,andrés-torres86@yahoo.com,"Diagonal 119 #99-96, Ibagué",YNN731,2491,CDA-96146,2019-12-28,2007.0,423235 km,3500,Dodge,eléctrico,Mecanica,awd,público,URBANO,no,false,false,no,0,0,no,1
José Hernández,477696701,3128284023,josé-hernández814@yahoo.com,"Diagonal 102 #32-2, Bogotá",RRE724,68,CDA-91937,27/12/2021,2010.0,273222,1300,Volkswagen,GSL,tiptronic,4x2,PARTICULAR,Rural,si,no,yes,si,false,1,0,1
Adriana Parra,373528584,3129895181,,"Carrera 47 #72-35, Pasto",MVW-340,1495,CDA-63369,10/07/2023,2013.0,402.224,1500,Mazda,GNV,automatica,fwd,Carga,Urbano,no,no,1,no,no,1,0,0
Gustavo Barrera,795110264,3203272908,gustavo-barrera806@yahoo.com,"Diagonal 21 #38-30, Cali",RDI229,3092,CDA-48700,02-03-2020,2023.0,18418,1100,Chevrolet,DIESEL,tiptronic,4x4,PARTICULAR,URBANO,0,false,no,false,false,no,false,1
Marcela Fuentes,729749850,3227170672,marcela.fuentes121@live.com,"Avenida 83 #82-89, Ibagué",KOJ598,1862,CDA-10646,2024/03/12,2024.0,0,3500,Peugeot,GNV,manual,AWD,PARTICULAR,Mixto,si,no,no,no,false,,no,0
Ernesto Pineda,890551274,3004192631,ernesto-pineda706@yahoo.com,"Carrera 25 #80-96, Neiva",MZV 257,3029,CDA-66306,25/09/2019,2015.0,190k,,Ford,DIESEL,semiautomatica,4X2,carga,Mixto,si,no,no,,,0,no,1
Luis Rodríguez,91835664,3108199368,luisrodríguez457@correo.com,"Diagonal 90 #93-17, Pasto",MWY980,1878,CDA-90462,2020/08/20,2010.0,328k,1400cc,Honda,eléctrico,manual,4x2,publico,Urbano,no,0,no,no,yes,false,no,1
Catalina Ortiz,906742081,3116534221,catalina-ortiz512@live.com,"Circular 44 #33-98, Armenia",STL731,32,CDA-81058,2018-08-29,2001.0,894.517,1000cc,Dodge,nafta,mecánica,,escolar,urbano,no,0,true,yes,no,si,no,1
Viviana Suárez,363302267,3191623503,viviana.suárez180@yahoo.com,"Calle 53 #58-58, Montería",WRB-825,1704,CDA-96932,2018/04/24,2010.0,279k,1100,Toyota,Electrico,Automática,fwd,particular,,0,true,no,si,,no,0,1
Darío Acosta,276039915,3155561327,darío.acosta838@outlook.com,"Avenida 5 #39-71, Bucaramanga",HKQ303,2448,CDA-68689,2024/02/25,2016.0,325315 km,1350,Honda,DIESEL,MANUAL,FWD,Particular,suburbano,no,true,false,0,0,0,no,1
Viviana Suárez,160706715,,vivianasuárez180@yahoo.com,"Diagonal 29 #27-64, Barranquilla",EHO-007,872,CDA-13210,2019-12-26,2008.0,304204,1800,Mazda,GSL,mecánica,fwd,Taxi,mixto,0,0,yes,no,no,false,false,1
Andrés Torres,508753167,3012610070,andrés.torres447@gmail.com,"Calle 25 #12-71, Montería",QKM122,2388,CDA-35584,2024-12-13,1998.0,469774,2500 cc,Chevrolet,GSL,Automática,4x2,Carga,URBANO,no,no,0,1,no,false,yes,0
Mónica Aguirre,262420101,3014638950,mónicaaguirre196@correo.com,"Transversal 4 #5-58, Pasto",YPV-054,870,CDA-11423,2022/09/02,1995.0,1162219,4000,Mazda,GASOLINA,Automática,rwd,TAXI,Mixto,1,false,si,false,no,si,no,1
Fabio Arévalo,371778546,3216520992,fabio_arévalo757@yahoo.com,"Circular 111 #28-67, Barranquilla",BRI751,3125,CDA-62452,2020/05/22,2024.0,0k,,Toyota,diesel,cvt,fwd,escolar,mixto,0,true,no,no,0,false,0,1
Ana Gómez,57718965,3188310037,anagómez814@outlook.com,"Carrera 74 #46-77, Cali",CLT162,791,CDA-44293,2018-09-27,2019.0,266912,3000,Honda,GAS,Mecanica,AWD,público,Mixto,false,no,si,no,no,no,0,1
Andrés Torres,780391718,3202825908,andrés.torres862@yahoo.com,"Carrera 115 #69-26, Bucaramanga",QSX868,59,CDA-37886,09-03-2024,2018.0,164906,3000,Mazda,Híbrido,Automatio,rwd,TAXI,mixto,true,false,false,true,no,,no,1
Mauricio Ruiz,965674777,3117552825,mauricio-ruiz548@yahoo.com,"Calle 75 #42-87, Villavicencio",ZPG760,444,CDA-14344,13/10/2018,2023.0,24331,4000cc,Hyundai,Gas,AUTOMATICA,4X4,Carga,rural,false,0,,0,no,no,no,0
Omar Leal,783692820,3206739292,omar_leal87@correo.com,"Transversal 110 #8-58, Villavicencio",SYH372,3053,CDA-21369,19-01-2022,2011.0,296k,900,Chevrolet,gas,AUTOMATICA,FWD,Publico,RURAL,no,no,no,yes,0,false,no,1
Lina Santana,459463952,3216526244,lina.santana474@live.com,"Transversal 55 #47-65, Armenia",NFR367,424,CDA-50557,12-06-2020,2020.0,129147,1300,Fiat,diesel,tiptronic,FWD,escolar,rural,false,0,yes,no,false,no,0,1
Lina Santana,445048334,3057307167,lina-santana486@outlook.com,"Calle 119 #45-2, Montería",NJW159,1408,CDA-64549,24/01/2024,1997.0,979020,1200,Suzuki,Gas Natural,manual,awd,PUBLICO,mixto,true,1,no,false,si,no,no,1
Roberto Nieto,107904796,3225451032,roberto.nieto978@gmail.com,"Diagonal 77 #28-5, Medellín",XCK957,344,CDA-13265,30/06/2021,1995.0,614739,3400,Honda,diesel,manual,4X2,publico,Suburbano,yes,1,no,1,si,no,no,1
Catalina Ortiz,697808457,3182456153,catalina.ortiz393@live.com,"Diagonal 3 #6-45, Bucaramanga",KJM058,1030,CDA-44804,03/11/2018,2020.0,69316,1200,Dodge,GSL,CVT,FWD,TAXI,suburbano,0,,,0,false,no,yes,1
Carlos Martínez,173452239,3206967233,carlosmartínez837@outlook.com,"Circular 87 #38-41, Medellín",LKC 021,2403,CDA-59533,19/05/2021,1997.0,564297,2200 cc,Peugeot,Gas,Manual,4X2,público,Urbano,no,1,no,0,0,no,true,1
Natalia Reyes,436194206,3233341247,natalia_reyes808@gmail.com,"Avenida 102 #99-19, Montería",KLR213,167,CDA-67219,29/09/2020,2023.0,18699,1800,Honda,GAS,Automática,FWD,particular,URBANO,0,no,no,false,0,0,no,0
Camilo Rojas,757983933,3172204993,camilo_rojas290@correo.com,"Circular 110 #71-51, Medellín",TPU874,125,CDA-73234,17/08/2019,2018.0,176408,1000,Toyota,Híbrido,mecánica,FWD,Escolar,Urbano,yes,false,false,no,si,false,no,0
Iván Salcedo,188116223,3237877393,ivánsalcedo157@gmail.com,"Transversal 10 #53-1, Villavicencio",PXY478,756,CDA-18196,2022/05/18,2007.0,207857,3500,Fiat,DIESEL,Automática,rwd,particular,mixto,false,si,no,1,no,true,false,1
Lina Santana,967178074,3217535338,lina-santana151@hotmail.com,"Calle 82 #67-27, Montería",UHG-110,2462,CDA-25941,2018-10-08,2015.0,165078,1800,Honda,gnv,manul,awd,PARTICULAR,suburbano,false,0,,no,1,si,no,0
Yolanda Cárdenas,117493720,3244021732,yolandacárdenas284@gmail.com,"Avenida 86 #53-62, Ibagué",IQK150,2709,CDA-43505,31-05-2020,9999.0,322k,2950,Suzuki,Gas Natural,Mecanica,4X4,particular,rural,false,false,true,yes,si,true,no,1
Catalina Ortiz,412868957,3011099453,catalina.ortiz524@yahoo.com,"Avenida 114 #26-59, Ibagué",XYM742,2065,CDA-98388,2021-02-25,2017.0,,3000,Mitsubishi,nafta,,4X4,Escolar,Urbano,0,1,0,0,false,no,0,0
Alejandro Zapata,425817524,3197096989,alejandro_zapata703@outlook.com,"Carrera 41 #69-14, Armenia",SWH527,2918,CDA-85321,06-03-2022,2009.0,450223,1500,Volkswagen,gas,Tiptronic,RWD,publico,rural,no,true,1,no,true,false,true,1
Marcela Fuentes,449874893,3158300078,marcelafuentes454@live.com,"Carrera 37 #63-19, Bucaramanga",GSM184,643,CDA-63356,19/05/2021,2015.0,207k,1300 cc,Honda,,Mecanica,awd,TAXI,RURAL,false,1,0,no,no,,false,0
Viviana Suárez,778401343,3043267678,viviana_suárez519@gmail.com,,HII863,677,CDA-20265,19/02/2019,2006.0,300k,2400,Volkswagen,Gasolina,Automática,4X2,Publico,Urbano,si,true,true,,,,no,1
Lina Santana,466634049,3007092569,linasantana240@correo.com,"Carrera 68 #99-90, Montería",APW807,1539,CDA-67080,2023-02-14,2021.0,29.206,2200,Honda,Electrico,mecánica,4X4,particular,rural,no,0,no,no,no,no,no,0
Luis Rodríguez,463801562,3011027117,luis-rodríguez920@outlook.com,"Carrera 87 #23-95, Cartagena",FZH-065,2132,CDA-42776,23/03/2024,2002.0,0.6k km,1000,Fiat,Híbrido,Mecanica,4x2,taxi,Rural,si,true,no,false,si,true,1,1
Ricardo Peña,775787897,3103049177,ricardo_peña470@outlook.com,"Calle 60 #49-57, Pasto",PQO-683,2043,CDA-36765,23/12/2019,2006.0,227.548,2200,Ford,GASOLINA,autom,awd,Particular,suburbano,false,,1,0,0,no,true,0
Mauricio Ruiz,668430492,3186677939,mauricioruiz690@correo.com,"Calle 109 #41-25, Bucaramanga",MWC-905,603,CDA-35198,2024/02/29,1998.0,819.573,1850,Toyota,diesel,autom,rwd,publico,Mixto,0,yes,1,true,,1,yes,0
José Hernández,612704423,3117654464,,"Diagonal 63 #31-23, Pasto",DCG-185,1109,CDA-53301,08/01/2018,2019.0,60965,2400cc,Nissan,GASOLINA,manual,FWD,Particular,Mixto,false,0,si,1,true,0,false,1
Catalina Ortiz,349783276,3028859233,catalina-ortiz770@gmail.com,"Diagonal 105 #36-60, Cartagena",ZDI-154,177,CDA-66675,03-07-2022,1800.0,,1600,Toyota,GASOLINA,tiptronic,4X4,Taxi,Rural,false,no,yes,0,1,false,false,1
Marcela Fuentes,793433065,3504944924,marcela_fuentes995@gmail.com,"Transversal 42 #18-52, Pasto",XMT764,2164,CDA-55291,2023-11-16,2018.0,201.306,1500,Toyota,,cvt,fwd,público,Mixto,0,false,no,false,si,false,false,0
Andrés Torres,1048947906,3216875531,andrés.torres138@correo.com,"Carrera 85 #96-76, Armenia",HSC-326,1058,CDA-30173,2022-12-18,2006.0,608318,1400,Peugeot,Gas Natural,Automatio,RWD,escolar,RURAL,si,yes,yes,no,0,true,0,1
José Hernández,685104538,3249835136,joséhernández469@gmail.com,"Carrera 11 #48-33, Bucaramanga",THT 969,1438,CDA-81442,11/04/2021,2007.0,629936,1500,Nissan,GAS,MANUAL,4X2,PUBLICO,Rural,1,1,0,no,0,1,,1
Roberto Nieto,837447842,3244108654,roberto.nieto48@gmail.com,"Carrera 106 #95-49, Bogotá",ZFQ644,2469,CDA-73122,02/05/2021,2020.0,120499,1200 cc,Nissan,Híbrido,MANUAL,FWD,carga,URBANO,true,no,no,false,true,no,no,1
Natalia Reyes,895211375,3048748174,natalia_reyes650@hotmail.com,"Circular 118 #39-53, Armenia",ZZA 651,289,,16/09/2022,2007.0,460826,1100,Fiat,Electrico,automatica,4X4,carga,Mixto,1,yes,no,no,no,no,no,1
Natalia Reyes,721980035,3167096349,natalia_reyes805@gmail.com,"Carrera 113 #69-79, Bucaramanga",GKD056,2248,CDA-15052,2019/11/14,2015.0,,4000 cc,Chevrolet,nafta,semiautomatica,4X2,público,RURAL,yes,1,no,0,no,false,0,1
